1,1047
2,812
3,1881
4,2045
5,4701
6,8719
7,15597
8,15289
9,33959
10,46628
11,42714
12,51765
13,110140
14,190094
15,312400
16,658237
17,1212704
18,2686658
19,5545337
20,12103076
21,19604780
22,38944426
23,85491026
24,191919592
25,285729696
26,624946522
27,1262079574
28,2502619246
29,5119418311
30,11256665173
31,21065007469
